id_item;pontuacao;identificador;texto;id_questao
2471;4;C;A “eleição” de Ioiô como vereador foi um protesto contra a política da época.;682
2472;1;D;O destaque dado ao bode Ioiô reflete a identidade cultural de Fortaleza.;682
2473;1;A;Francisca da Silva de Oliveira (Xica da Silva) desafiou as normas coloniais.;683
2474;5;B;O filme colaborou para a consolidação de uma personagem exótica e erotizada.;683
2475;4;C;O texto aponta para o processo de ascensão social de uma mulher negra.;683
2476;0;D;No filme, mesmo após a alforria, ela sofre preconceito da elite branca.;683
2477;5;A;Tem como central uma crítica à repressão da ditadura militar.;684
2478;0;B;Foi composta por Caetano Veloso durante seu exílio em Londres.;684
2479;1;C;É construída a partir da oposição entre o eu-lírico e o ambiente urbano.;684
2480;4;D;Exige do interlocutor conhecimento sobre o contexto político dos anos 70.;684
2481;0;A;O movimento #DeixaElaTrabalhar combate o assédio no jornalismo esportivo.;685
2482;5;B;A existência de campanhas reforça a necessidade de igualdade no trabalho.;685
2483;4;C;A campanha visa incentivar a presença feminina em espaços masculinizados.;685
2484;1;D;As situações de violência sofridas por jornalistas motivaram o manifesto.;685
2485;1;A;foi produzida na década de 1980...;689
2486;4;B;questiona a forma como a sociedade estereotipa...;689
2487;0;C;ajudou garimpeiros...;689
2488;5;D;tem a ver com a experiência de vida da fotógrafa...;689
2489;5;A;quando legitimados internacionalmente...;690
2490;0;B;têm atividades econômicas proibidas...;690
2491;4;C;são territórios nos quais a importância...;690
2492;1;D;Araripe, Seridó e Caminhos dos Cânions...;690
2493;4;A;introdução do cacau na alimentação...;691
2494;1;B;pasta de chocolate continha ingredientes...;691
2495;5;C;chocolate é um dos alimentos que integrou...;691
2496;0;D;América Portuguesa se transformou em núcleo...;691
2497;5;A;condição de indigência e sem-teto...;692
2498;1;B;Zé Bolo-flor foi personagem de Cuiabá...;692
2499;4;C;Figuras que vagueiam pelo espaço urbano...;692
2500;0;D;Zé Bolo-flor foi amparado pela prefeitura...;692
2501;0;A;remete à história dos esforços colonizadores...;693
2502;4;B;refere-se à canção de Zé Ramalho...;693
2503;1;C;cantado por uma mulher, dirige-se a outras...;693
2504;5;D;alude aos perigos da violência...;693
2505;1;A;Sua criação pode ser entendida como reação...;694
2506;5;B;São formas de organização comparáveis a sindicatos...;694
2507;4;C;O líder João Pedro Teixeira foi assassinado...;694
2508;0;D;Sufocadas na ditadura, deram origem à UDR...;694
2509;0;A;Critica a visão consolidada sobre o Brasil...;695
2510;1;B;Sugere características baseadas em estereótipos...;695
2511;5;C;Evidencia que os jogos são produções políticas...;695
2512;4;D;Simplifica personagens históricos para mecânicas...;695
2513;5;A;Apresentam estratégias de convencimento...;696
2514;4;B;São propagandas veiculadas n'O Careta...;696
2515;0;C;Não surtiram o efeito desejado...;696
2516;4;D;Inserem-se numa lógica de propaganda de sucesso...;696
2517;4;A;Moças só podiam frequentar eventos após debutar...;697
2518;0;B;Descrição das roupas era pouco utilizada...;697
2519;1;C;Tradição segue caracterizada por gênero...;697
2520;5;D;Espaços para manutenção de costumes e autopromoção...;697
2521;0;A;Demarca posicionamento em prol de cotas...;698
2522;4;B;Conta com a participação de personalidades negras...;698
2523;5;C;"Relação entre passado e presente e termo ""axé""...";698
2524;1;D;Comemora efeméride e enaltece heróis da liberdade...;698
2525;4;A;debate entre restauro e rasgos...;700
2526;1;B;destruição de bem público...;700
2527;0;C;ação motivada por fatores políticos...;700
2528;5;D;caracterizado como iconoclastia...;700
2529;0;A;resistência imposta pela branquitude...;701
2530;5;B;participação ativa da autora...;701
2531;1;C;apresenta mulheres de várias gerações...;701
2532;4;D;remete ao tráfico e vida escravista...;701
2533;1;A;Descreve elements urbanos...;702
2534;0;B;Retrata a cidade como lugar dinâmico...;702
2535;4;C;Integra o movimento manguebeat...;702
2536;5;D;Contrapõe aspectos materiais e sociais...;702
2537;4;A;projeto Marcas da Memória...;703
2538;5;B;preservação como lugares de memória...;703
2539;0;C;Prefeitura determinou instalação...;703
2540;1;D;Primeiro centro clandestino do Cone Sul...;703
2541;5;A;práticas imperialistas europeias...;704
2542;4;B;primeiras impressões e conflitos...;704
2543;1;C;trechos de diários de Maria Graham...;704
2544;0;D;papel predominante de mulheres europeias...;704
2545;1;A;diário publicado em 1824...;705
2546;0;B;primeira mulher a integrar o exército...;705
2547;5;C;influência da origem social...;705
2548;4;D;narra o encontro com Maria Quitéria...;705
2549;4;A;Escola Estadual Indígena Kijetxawê...;706
2550;0;B;reconhecimento por autodeclaração...;706
2551;1;C;esclarece dúvidas do Instagram...;706
2552;5;D;ocupação de espaços digitais e protagonismo...;706
2553;5;A;imagem reforça visão romântica...;707
2554;1;B;riqueza atraía pessoas de diversas regiões...;707
2555;4;C;concentração pela propriedade de escravizados...;707
2556;0;D;acesso à extração foi democrático...;707
2557;0;A;tradição de longa duração...;708
2558;4;B;contribuem para economia e redes sociais...;708
2559;5;C;legitimam aspectos do imaginário local...;708
2560;1;D;elementos da cultura urbana estratégica...;708
2561;1;A;expressa posição política frente aos brancos...;709
2562;4;B;mãe foi vítima de epidemias...;709
2563;0;C;conceito de desabamento do céu (física)...;709
2564;5;D;saber cosmológico questiona o progresso...;709
2565;1;A;Atualmente...;711
2566;4;B;Desde a chegada...;711
2567;0;C;A contribuição...;711
2568;5;D;A interpretação do Marco Temporal...;711
2569;0;A;Exalta a riqueza...;712
2570;5;B;denuncia a pobreza urbana...;712
2571;4;C;Sugere que a desigualdade...;712
2572;1;D;É uma crítica exclusiva...;712
2573;5;A;Trata-se de um...;713
2574;1;B;faz parte de um livro...;713
2575;0;C;É um documento de...;713
2576;4;D;Foi produzido por...;713
2577;4;A;As orientações...;714
2578;0;B;O livro foca...;714
2579;5;C;Os exercícios...;714
2580;1;D;No item “Pais e Filhos”...;714
2581;5;A;evidenciam a incorporação...;715
2582;4;B;Demonstram que o...;715
2583;1;C;Apresentam visões...;715
2584;0;D;São documentos que...;715
2585;1;A;Um grupo de acendedores...;716
2586;5;B;Uma encenação...;716
2587;4;C;Trabalhadores de uma...;716
2588;0;D;Um protesto de...;716
2589;0;A;No período colonial...;717
2590;1;B;As Ordenações Filipinas...;717
2591;5;C;A existência de uma lei...;717
2592;4;D;O Estado incentivava...;717
2593;4;A;O filme mostra...;718
2594;0;B;A personagem Val...;718
2595;1;C;O acesso à...;718
2596;5;D;Relações de afeto...;718
2597;5;A;O site ignora...;719
2598;1;B;Documentos digitais...;719
2599;4;C;Divulgação científica...;719
2600;0;D;A história das revoltas...;719
2601;5;A;Jânio Quadros não...;720
2602;0;B;Pelé foi considerado...;720
2603;4;C;Formas de comunicação...;720
2604;1;D;O governo incentivava...;720
2605;1;A;Tenta reproduzir...;721
2606;5;B;Ao intervir sobre...;721
2607;0;C;Ignora a presença...;721
2608;4;D;Utiliza mapas antigos...;721
2609;0;A;denuncia a tensão...;723
2610;4;B;possibilita um olhar sensível...;723
2611;1;C;recorre a uma representação...;723
2612;5;D;contribui para uma reflexão...;723
2613;1;A;É direcionada para um público...;724
2614;5;B;reforça preconceitos...;724
2615;0;C;Era material comercial raro...;724
2616;4;D;Pressupõe tarefas domésticas...;724
2617;5;A;Demonstra que o objetivo...;725
2618;0;B;Explica expansão demográfica...;725
2619;1;C;Relaciona a migração...;725
2620;4;D;Destaca o pioneirismo...;725
2621;1;A;Afirmou que o “sentido”...;726
2622;0;B;Demonstrou a catequização...;726
2623;4;C;Foi referência para Novais...;726
2624;5;D;Elaborou sentido por contraposição...;726
2625;4;A;campanha sugere transferência...;727
2626;1;B;Trazem conjunto de informações...;727
2627;5;C;Os associam contrair...;727
2628;0;D;Demonstram cientistas...;727
2629;5;A;usa argumento moral...;728
2630;4;B;indica cessação antes de maio...;728
2631;0;C;denota abolição tardia...;728
2632;1;D;apresenta como honradas...;728
2633;0;A;tema desaparecimento sensível...;729
2634;1;B;Opor passado a presente...;729
2635;4;C;Familiares seguem lutando...;729
2636;5;D;A arte é uma ferramenta...;729
2637;4;A;foi iniciativa do governo...;730
2638;5;B;buscou enquadrar a região...;730
2639;0;C;conectada à cultura histórica...;730
2640;1;D;teve como pressuposto...;730
2641;5;A;É possível associar feminicídios...;731
2642;0;B;Estatuto do Desarmamento...;731
2643;1;C;documentos indicam relações...;731
2644;4;D;“Sentir-se seguro” deve ser garantido...;731
2645;1;A;retrata morte de líder...;732
2646;4;B;traz interpretação 300 anos após...;732
2647;5;C;oferece significado sombrio...;732
2648;0;D;evidencia caráter dominador...;732
2649;5;A;parte de aspirações...;733
2650;0;B;composta na ditadura...;733
2651;4;C;faz uso do verbo “ser”...;733
2652;1;D;fundada no MAU...;733
2653;5;A;demandas por restituição...;737
2654;4;B;No século XVI...;737
2655;0;C;Atualmente não há...;737
2656;1;D;manto do século XVI...;737
2657;1;A;apresentam expressões...;738
2658;0;B;estabelecem autor como nativo digital...;738
2659;5;C;apontam ampliação do alcance...;738
2660;4;D;tratam de dois momentos...;738
2661;4;A;Recife enfrentou epidemia...;739
2662;0;B;princípios morais e sanitários...;739
2663;5;C;moradia e saneamento...;739
2664;1;D;moral era questão tratada...;739
2665;0;A;expõe atividades definidas...;740
2666;4;B;explicita seu público alvo...;740
2667;1;C;circulou na década de 60...;740
2668;5;D;idealiza imagem da família...;740
2669;1;A;galeria e site vendem objetos...;741
2670;5;B;comercialização fora do contexto...;741
2671;0;C;alta demanda gerou enriquecimento...;741
2672;4;D;tipiti é objeto indígena...;741
2673;4;A;trazia personagem de animação...;742
2674;1;B;surgiu na década de 70...;742
2675;5;C;ligava-se aos ideais...;742
2676;0;D;integrou política de saúde...;742
2677;5;A;memória oficial obscureceu...;743
2678;1;B;texto faz referência ao Decreto-Lei...;743
2679;4;C;terras objeto de disputas...;743
2680;0;D;cidades mantiveram traçado...;743
2681;0;A;fotografias registram comemoração...;744
2682;5;B;importância está no protagonismo...;744
2683;1;C;imagem mostra grupo de jovens...;744
2684;4;D;Collor foi primeiro eleito...;744
2685;4;A;demolição definitiva ocorreu...;745
2686;1;B;imagens registram casarões...;745
2687;0;C;demolição evidencia fragilidade...;745
2688;5;D;derrubada resultado de discurso...;745
2689;1;A;Atestam existência de mercado...;746
2690;5;B;Permitem pensar reconstrução...;746
2691;4;C;Apontam padrão civilizatório...;746
2692;0;D;Mostram proibição de representar...;746
2693;4;A;Bebeto serviu como referência...;748
2694;0;B;Mocumentário mobilizou figuras...;748
2695;1;C;Meme utiliza imagem de Pelé...;748
2696;5;D;Fama de Allejo surge da confluência...;748
2697;0;A;colheita ao longo de todo o ano...;749
2698;5;B;integração entre saberes tradicionais...;749
2699;4;C;fomento de órgãos governamentais...;749
2700;1;D;Festa da Colheita é um evento...;749
2701;1;A;utiliza recursos digitais...;750
2702;5;B;tem no anacronismo e estereótipos...;750
2703;0;C;mostra preparo de queijo coalho...;750
2704;4;D;indica que o objetivo do Tratado...;750
2705;5;A;título faz alusão à transformação...;751
2706;1;B;cordel trata da trajetória...;751
2707;4;C;participação na 1ª Exposição...;751
2708;0;D;título se deu por formação superior...;751
2709;5;A;ditadura civil, militar e empresarial...;752
2710;0;B;sobrevivência dependia de atos...;752
2711;1;C;Investigações atestam participação...;752
2712;4;D;interferência de interesses EUA...;752
2713;1;A;anúncio foi comemorado...;753
2714;4;B;primeiras fotografias produzidas...;753
2715;0;C;técnica reservada às elites...;753
2716;5;D;Despertou interesse no Imperador...;753
2717;0;A;Encontram-se em propriedades...;754
2718;1;B;elaboradas por antepassados...;754
2719;5;C;podem corroborar estudos...;754
2720;4;D;São o primeiro registro de araucárias...;754
2721;4;A;Revela atenção na imprensa...;755
2722;5;B;Evidencia práticas da política...;755
2723;1;C;Demonstra mobilização por direitos...;755
2724;0;D;Teve desfecho trágico com morte...;755
